"UNLOCODE","NOMLOCALITAT","ISOPAIS","NOMPAIS","AREGEOGRAFICA","NOMAREAGEOGRAFICA"
"JPSNX","Sanagi","JP","Japan","08","Far East and Japan"
"JPSNZ","Shinzaike","JP","Japan","08","Far East and Japan"
"JPSOG","Sogo","JP","Japan","08","Far East and Japan"
"JPSOH","Shiohama","JP","Japan","08","Far East and Japan"
"JPSOO","Shimonokae","JP","Japan","08","Far East and Japan"
"JPSOR","Sonoura","JP","Japan","08","Far East and Japan"
"JPSOT","Sotodomari/Nishiumi","JP","Japan","08","Far East and Japan"
"JPSOY","Soya","JP","Japan","08","Far East and Japan"
"JPSOZ","Sozu","JP","Japan","08","Far East and Japan"
"JPSRA","Shiraki","JP","Japan","08","Far East and Japan"
"JPSRH","Shirahama, Kagawa","JP","Japan","08","Far East and Japan"
"JPSRJ","Shiro","JP","Japan","08","Far East and Japan"
"JPSRK","Shirosaki","JP","Japan","08","Far East and Japan"
"JPSRO","Shiraoi","JP","Japan","08","Far East and Japan"
"JPSRS","Shirose","JP","Japan","08","Far East and Japan"
"JPSRT","Shirakata","JP","Japan","08","Far East and Japan"
"JPSRX","Shirahama, Chiba","JP","Japan","08","Far East and Japan"
"JPSRZ","Sakurajima","JP","Japan","08","Far East and Japan"
"JPSSA","Shimotsuura","JP","Japan","08","Far East and Japan"
"JPSSB","Sasebo","JP","Japan","08","Far East and Japan"
"JPSSE","Sasue","JP","Japan","08","Far East and Japan"
"JPSSH","Shishiboe","JP","Japan","08","Far East and Japan"
"JPSSI","Sashiki","JP","Japan","08","Far East and Japan"
"JPSSJ","Shisakajima","JP","Japan","08","Far East and Japan"
"JPSSK","Saizaki","JP","Japan","08","Far East and Japan"
"JPSSM","Shishimi","JP","Japan","08","Far East and Japan"
"JPSSN","Sasuna","JP","Japan","08","Far East and Japan"
"JPSSU","Sensyu                             ","JP","Japan","08","Far East and Japan"
"JPSTA","Sata","JP","Japan","08","Far East and Japan"
"JPSTB","Shitaba","JP","Japan","08","Far East and Japan"
"JPSTD","Setoda","JP","Japan","08","Far East and Japan"
"JPSTE","Satoura","JP","Japan","08","Far East and Japan"
"JPSTI","Shimotsui","JP","Japan","08","Far East and Japan"
"JPSTJ","Shikata","JP","Japan","08","Far East and Japan"
"JPSTN","Setana","JP","Japan","08","Far East and Japan"
"JPSTO","Sakito","JP","Japan","08","Far East and Japan"
"JPSTR","Shirotori","JP","Japan","08","Far East and Japan"
"JPSTS","Satsumasendai                      ","JP","Japan","08","Far East and Japan"
"JPSTT","Seto, Kagoshima","JP","Japan","08","Far East and Japan"
"JPSTU","Suttsu","JP","Japan","08","Far East and Japan"
"JPSTW","Satsukawawan","JP","Japan","08","Far East and Japan"
"JPSTZ","Saitozaki","JP","Japan","08","Far East and Japan"
"JPSUE","Sunoe","JP","Japan","08","Far East and Japan"
"JPSUG","Suga","JP","Japan","08","Far East and Japan"
"JPSUH","Sumoto, Hyogo","JP","Japan","08","Far East and Japan"
"JPSUK","Sukumowan","JP","Japan","08","Far East and Japan"
"JPSUM","Suminoe","JP","Japan","08","Far East and Japan"
"JPSUR","Sugeura","JP","Japan","08","Far East and Japan"
"JPSUS","Susa","JP","Japan","08","Far East and Japan"
"JPSUT","Sumoto, Kumamoto","JP","Japan","08","Far East and Japan"
"JPSUU","Sugawa","JP","Japan","08","Far East and Japan"
"JPSUW","Suwa","JP","Japan","08","Far East and Japan"
"JPSUZ","Susaki","JP","Japan","08","Far East and Japan"
"JPSWA","Shimokawaguchi","JP","Japan","08","Far East and Japan"
"JPSXM","Sunami","JP","Japan","08","Far East and Japan"
"JPSXT","Seto, Kagawa","JP","Japan","08","Far East and Japan"
"JPSYA","Shioya, Okinawa","JP","Japan","08","Far East and Japan"
"JPSYG","Shioyagamoto","JP","Japan","08","Far East and Japan"
"JPSYM","Sonoyama","JP","Japan","08","Far East and Japan"
"JPSYO","Shoura","JP","Japan","08","Far East and Japan"
"JPSYZ","Shiriyazaki","JP","Japan","08","Far East and Japan"
"JPSZG","Shizugawa","JP","Japan","08","Far East and Japan"
"JPSZI","Shinjima","JP","Japan","08","Far East and Japan"
"JPSZK","Senzaki","JP","Japan","08","Far East and Japan"
"JPSZU","Shizuura","JP","Japan","08","Far East and Japan"
"JPTAA","Takamijima","JP","Japan","08","Far East and Japan"
"JPTAB","Tabugawa","JP","Japan","08","Far East and Japan"
"JPTAC","Tachiyama","JP","Japan","08","Far East and Japan"
"JPTAD","Tadotsu","JP","Japan","08","Far East and Japan"
"JPTAE","Tanabe","JP","Japan","08","Far East and Japan"
"JPTAG","Tagi","JP","Japan","08","Far East and Japan"
"JPTAH","Takahama, Ehime","JP","Japan","08","Far East and Japan"
"JPTAJ","Tajiri","JP","Japan","08","Far East and Japan"
"JPTAK","Takamatsu","JP","Japan","08","Far East and Japan"
"JPTAL","Tainouchi","JP","Japan","08","Far East and Japan"
"JPTAM","Tamano","JP","Japan","08","Far East and Japan"
"JPTAN","Tanagawa","JP","Japan","08","Far East and Japan"
"JPTAO","Tago","JP","Japan","08","Far East and Japan"
"JPTAQ","Taira","JP","Japan","08","Far East and Japan"
"JPTAR","Tahara","JP","Japan","08","Far East and Japan"
"JPTAS","Takeshiki","JP","Japan","08","Far East and Japan"
"JPTAT","Tatsugo","JP","Japan","08","Far East and Japan"
"JPTAW","Tannowa","JP","Japan","08","Far East and Japan"
"JPTAZ","Tai","JP","Japan","08","Far East and Japan"
"JPTBN","Tachibana","JP","Japan","08","Far East and Japan"
"JPTBO","Tobo","JP","Japan","08","Far East and Japan"
"JPTBR","Tabira","JP","Japan","08","Far East and Japan"
"JPTBS","Awajikoryunotsubasa","JP","Japan","08","Far East and Japan"
"JPTBT","Tobata/Kitakyushu","JP","Japan","08","Far East and Japan"
"JPTBU","Tabu","JP","Japan","08","Far East and Japan"
"JPTCC","Tokuchi","JP","Japan","08","Far East and Japan"
"JPTCH","Tsuchiura","JP","Japan","08","Far East and Japan"
"JPTDA","Tohda","JP","Japan","08","Far East and Japan"
"JPTDJ","Takedatsu","JP","Japan","08","Far East and Japan"
"JPTDN","Tadanoumi","JP","Japan","08","Far East and Japan"
"JPTDT","Tairadate","JP","Japan","08","Far East and Japan"
"JPTEA","Takena","JP","Japan","08","Far East and Japan"
"JPTEE","Take","JP","Japan","08","Far East and Japan"
"JPTEI","Tei","JP","Japan","08","Far East and Japan"
"JPTEK","Tekutsuku","JP","Japan","08","Far East and Japan"
"JPTER","Teuri","JP","Japan","08","Far East and Japan"
"JPTET","Tateishi, Ehime","JP","Japan","08","Far East and Japan"
"JPTEU","Teuchi","JP","Japan","08","Far East and Japan"
"JPTGC","Toguchi","JP","Japan","08","Far East and Japan"
"JPTGO","Tagonoura","JP","Japan","08","Far East and Japan"
"JPTHM","Tanohama","JP","Japan","08","Far East and Japan"
"JPTHR","Takehara","JP","Japan","08","Far East and Japan"
"JPTHS","Toyohashi","JP","Japan","08","Far East and Japan"
"JPTIA","Taisha","JP","Japan","08","Far East and Japan"
"JPTIN","Tainoura","JP","Japan","08","Far East and Japan"
"JPTIS","Teishi","JP","Japan","08","Far East and Japan"
"JPTJI","Takarajima","JP","Japan","08","Far East and Japan"
"JPTJJ","Tomamae","JP","Japan","08","Far East and Japan"
"JPTJK","Takashima/Masuda","JP","Japan","08","Far East and Japan"
"JPTJM","Tojima","JP","Japan","08","Far East and Japan"
"JPTJO","Toshima, Hyogo","JP","Japan","08","Far East and Japan"
"JPTJR","Tajiri, Tottori","JP","Japan","08","Far East and Japan"
"JPTJS","Tokashiki","JP","Japan","08","Far East and Japan"
"JPTKA","Tokai","JP","Japan","08","Far East and Japan"
"JPTKC","Takanokuchi","JP","Japan","08","Far East and Japan"
"JPTKD","Takada","JP","Japan","08","Far East and Japan"
"JPTKE","Takeno","JP","Japan","08","Far East and Japan"
"JPTKG","Takasu, Kagoshima","JP","Japan","08","Far East and Japan"
"JPTKH","Takahama/Amakusa","JP","Japan","08","Far East and Japan"
"JPTKI","Taki","JP","Japan","08","Far East and Japan"
"JPTKJ","Tokujin","JP","Japan","08","Far East and Japan"
"JPTKK","Takaoka","JP","Japan","08","Far East and Japan"
"JPTKM","Takuma","JP","Japan","08","Far East and Japan"
"JPTKO","Tokonami","JP","Japan","08","Far East and Japan"
"JPTKR","Tokoro","JP","Japan","08","Far East and Japan"
"JPTKS","Tokushima","JP","Japan","08","Far East and Japan"
"JPTKT","Taketoyo","JP","Japan","08","Far East and Japan"
"JPTKU","Takuno","JP","Japan","08","Far East and Japan"
"JPTKW","Tainokawa","JP","Japan","08","Far East and Japan"
"JPTKY","Tokuyama","JP","Japan","08","Far East and Japan"
"JPTKZ","Takezaki","JP","Japan","08","Far East and Japan"
"JPTMA","Tomari/Shiribeshi","JP","Japan","08","Far East and Japan"
"JPTME","Tomie","JP","Japan","08","Far East and Japan"
"JPTMI","Tsukumi","JP","Japan","08","Far East and Japan"
"JPTMJ","Takami","JP","Japan","08","Far East and Japan"
"JPTMK","Tomakomai","JP","Japan","08","Far East and Japan"
"JPTMM","Tomiku","JP","Japan","08","Far East and Japan"
"JPTMN","Tamanoura","JP","Japan","08","Far East and Japan"
"JPTMO","Tomioka, Kumamoto","JP","Japan","08","Far East and Japan"
"JPTMR","Tomari, Okinawa","JP","Japan","08","Far East and Japan"
"JPTMS","Tamatsu, Ehime","JP","Japan","08","Far East and Japan"
"JPTMT","Tamatsu, Okayama","JP","Japan","08","Far East and Japan"
"JPTMU","Tomitsu","JP","Japan","08","Far East and Japan"
"JPTMZ","Tarumizu","JP","Japan","08","Far East and Japan"
"JPTNA","Tsuna","JP","Japan","08","Far East and Japan"
"JPTNB","Takanabe","JP","Japan","08","Far East and Japan"
"JPTND","Tonda","JP","Japan","08","Far East and Japan"
"JPTNH","Tonoshohigash","JP","Japan","08","Far East and Japan"
"JPTNI","Tsuneishi","JP","Japan","08","Far East and Japan"
"JPTNK","Tanasoko","JP","Japan","08","Far East and Japan"
"JPTNO","Tonosho","JP","Japan","08","Far East and Japan"
"JPTNR","Tanoura, Kumamoto","JP","Japan","08","Far East and Japan"
"JPTNS","Tsunoshima","JP","Japan","08","Far East and Japan"
"JPTNU","Tanoura/Kitakyushu","JP","Japan","08","Far East and Japan"
"JPTNW","Tanowaki","JP","Japan","08","Far East and Japan"
"JPTNY","Taniyama","JP","Japan","08","Far East and Japan"
"JPTOB","Toba","JP","Japan","08","Far East and Japan"
"JPTOD","Todohokke","JP","Japan","08","Far East and Japan"
"JPTOG","Togi","JP","Japan","08","Far East and Japan"
"JPTOI","Toi","JP","Japan","08","Far East and Japan"
"JPTOJ","Toga","JP","Japan","08","Far East and Japan"
"JPTOK","Tokachi","JP","Japan","08","Far East and Japan"
"JPTOM","Tomioka, Tokushima","JP","Japan","08","Far East and Japan"
"JPTON","Tonoura","JP","Japan","08","Far East and Japan"
"JPTOS","Toyamashinko","JP","Japan","08","Far East and Japan"
"JPTOT","Totoro","JP","Japan","08","Far East and Japan"
"JPTOU","Touyo","JP","Japan","08","Far East and Japan"
"JPTOX","Toshima/Tokyo","JP","Japan","08","Far East and Japan"
"JPTOY","Toyama","JP","Japan","08","Far East and Japan"
"JPTRC","Tsuruuchi","JP","Japan","08","Far East and Japan"
"JPTRD","Teradomari","JP","Japan","08","Far East and Japan"
"JPTRG","Tsuruga","JP","Japan","08","Far East and Japan"
"JPTRH","Tarugahama","JP","Japan","08","Far East and Japan"
"JPTRK","Tsurikake, Hokkaido","JP","Japan","08","Far East and Japan"
"JPTRO","Tororo","JP","Japan","08","Far East and Japan"
"JPTRR","Tomariura","JP","Japan","08","Far East and Japan"
"JPTRU","Tsurumi, Okayama","JP","Japan","08","Far East and Japan"
"JPTRZ","Terazu/Yatsuka","JP","Japan","08","Far East and Japan"
"JPTSG","Takasago","JP","Japan","08","Far East and Japan"
"JPTSH","Tsushi","JP","Japan","08","Far East and Japan"
"JPTSI","Teshima","JP","Japan","08","Far East and Japan"
"JPTSK","Tsurusaki","JP","Japan","08","Far East and Japan"
"JPTSM","Takashima/Nishisonogi","JP","Japan","08","Far East and Japan"
"JPTSO","Teshio","JP","Japan","08","Far East and Japan"
"JPTSS","Tasumi","JP","Japan","08","Far East and Japan"
"JPTST","Tsutsu","JP","Japan","08","Far East and Japan"
"JPTSU","Tsu","JP","Japan","08","Far East and Japan"
"JPTSX","Takeshima","JP","Japan","08","Far East and Japan"
"JPTSZ","Tosashimizu","JP","Japan","08","Far East and Japan"
"JPTTH","Taketomihigashi","JP","Japan","08","Far East and Japan"
"JPTTJ","Tottori","JP","Japan","08","Far East and Japan"
"JPTTK","Tsuzuki Ku","JP","Japan","08","Far East and Japan"
"JPTTM","Tsutsumi","JP","Japan","08","Far East and Japan"
"JPTTS","Tateishi, Kagawa","JP","Japan","08","Far East and Japan"
"JPTTU","Tokitsu","JP","Japan","08","Far East and Japan"
"JPTTY","Tateyama","JP","Japan","08","Far East and Japan"
"JPTUD","Tsuda","JP","Japan","08","Far East and Japan"
"JPTUI","Tsui","JP","Japan","08","Far East and Japan"
"JPTUR","Tanoura, Ehime","JP","Japan","08","Far East and Japan"
"JPTUS","Toyoshige","JP","Japan","08","Far East and Japan"
"JPTUU","Tsukumo","JP","Japan","08","Far East and Japan"
"JPTWA","Tsukinokawa","JP","Japan","08","Far East and Japan"
"JPTXD","Tokuyamakudamatsu                  ","JP","Japan","08","Far East and Japan"
"JPTXK","Takasu, Fukui","JP","Japan","08","Far East and Japan"
"JPTXN","Tokoname","JP","Japan","08","Far East and Japan"
"JPTYA","Toyota                             ","JP","Japan","08","Far East and Japan"
"JPTYH","Toyohama, Kagawa","JP","Japan","08","Far East and Japan"
"JPTYJ","Toyohama, Aichi","JP","Japan","08","Far East and Japan"
"JPTYM","Tsuiyama, Fukui","JP","Japan","08","Far East and Japan"
"JPTYN","Tsuiyama","JP","Japan","08","Far East and Japan"
"JPTYO","Tokyo","JP","Japan","08","Far East and Japan"
"JPTYP","Tsuyoshi","JP","Japan","08","Far East and Japan"
"JPTYR","Toyoura","JP","Japan","08","Far East and Japan"
"JPTYU","Tayui","JP","Japan","08","Far East and Japan"
"JPTZA","Taiza","JP","Japan","08","Far East and Japan"
"JPTZU","Terazu/Matsue","JP","Japan","08","Far East and Japan"
"JPUAO","Urago","JP","Japan","08","Far East and Japan"
"JPUBJ","Ube","JP","Japan","08","Far East and Japan"
"JPUBK","Ushibuka","JP","Japan","08","Far East and Japan"
"JPUBY","Ubuyu","JP","Japan","08","Far East and Japan"
"JPUCH","Uchiumi","JP","Japan","08","Far East and Japan"
"JPUCN","Uchinomi","JP","Japan","08","Far East and Japan"
"JPUCR","Uchiura, Ishikawa","JP","Japan","08","Far East and Japan"
"JPUCU","Uchiura, Fukui","JP","Japan","08","Far East and Japan"
"JPUDD","Udo","JP","Japan","08","Far East and Japan"
"JPUDO","Udono","JP","Japan","08","Far East and Japan"
"JPUEC","Uechi","JP","Japan","08","Far East and Japan"
"JPUGA","Uga","JP","Japan","08","Far East and Japan"
"JPUGU","Ugusu","JP","Japan","08","Far East and Japan"
"JPUHH","Uchihana","JP","Japan","08","Far East and Japan"
"JPUJI","Ujina","JP","Japan","08","Far East and Japan"
"JPUJY","Ujiyamada","JP","Japan","08","Far East and Japan"
"JPUKA","Usuka","JP","Japan","08","Far East and Japan"
"JPUKB","Kobe","JP","Japan","08","Far East and Japan"
"JPUKI","Ukui","JP","Japan","08","Far East and Japan"
"JPUKJ","Ukejima","JP","Japan","08","Far East and Japan"
"JPUKN","Uken","JP","Japan","08","Far East and Japan"
"JPUKT","Ukitsu","JP","Japan","08","Far East and Japan"
"JPUMG","Umagoe","JP","Japan","08","Far East and Japan"
"JPUNM","Uranomae","JP","Japan","08","Far East and Japan"
"JPUNO","Uno","JP","Japan","08","Far East and Japan"
"JPUNS","Unoshima","JP","Japan","08","Far East and Japan"
"JPUNT","Unten","JP","Japan","08","Far East and Japan"
"JPUNU","Uchinourahetsuka","JP","Japan","08","Far East and Japan"
"JPUOM","Uomi","JP","Japan","08","Far East and Japan"
"JPUOU","Uozu, Shimane","JP","Japan","08","Far East and Japan"
"JPUOZ","Uozu, Toyama","JP","Japan","08","Far East and Japan"
"JPURA","Ura","JP","Japan","08","Far East and Japan"
"JPURG","Uraga","JP","Japan","08","Far East and Japan"
"JPURH","Urahara","JP","Japan","08","Far East and Japan"
"JPURK","Urakawa","JP","Japan","08","Far East and Japan"
"JPURM","Uragami","JP","Japan","08","Far East and Japan"
"JPURR","Urashiro","JP","Japan","08","Far East and Japan"
"JPURS","Urasoko","JP","Japan","08","Far East and Japan"
"JPURU","Furumi","JP","Japan","08","Far East and Japan"
"JPUSA","Usa/Tosa","JP","Japan","08","Far East and Japan"
"JPUSG","Ushigakubijima","JP","Japan","08","Far East and Japan"
"JPUSH","Ushimado","JP","Japan","08","Far East and Japan"
"JPUSI","Ushine","JP","Japan","08","Far East and Japan"
"JPUSJ","Usujiri","JP","Japan","08","Far East and Japan"
"JPUSK","Usuki","JP","Japan","08","Far East and Japan"
"JPUSN","Usuno","JP","Japan","08","Far East and Japan"
"JPUST","Ushitsu","JP","Japan","08","Far East and Japan"
"JPUSU","Usunoura","JP","Japan","08","Far East and Japan"
"JPUTM","Utsumi, Aichi","JP","Japan","08","Far East and Japan"
"JPUTS","Utsumi, Hiroshima","JP","Japan","08","Far East and Japan"
"JPUTZ","Utazu","JP","Japan","08","Far East and Japan"
"JPUUR","Uchinoura","JP","Japan","08","Far East and Japan"
"JPUWA","Uwajima","JP","Japan","08","Far East and Japan"
"JPUZK","Uzuki","JP","Japan","08","Far East and Japan"
"JPWAD","Wadomari","JP","Japan","08","Far East and Japan"
"JPWAI","Waita","JP","Japan","08","Far East and Japan"
"JPWAK","Wakayama","JP","Japan","08","Far East and Japan"
"JPWAM","Wakamatsu/Kitakyushu","JP","Japan","08","Far East and Japan"
"JPWAN","Wan","JP","Japan","08","Far East and Japan"
"JPWAT","Watanoha","JP","Japan","08","Far East and Japan"
"JPWDA","Wada","JP","Japan","08","Far East and Japan"
"JPWJM","Wajima","JP","Japan","08","Far East and Japan"
"JPWKI","Wakimisaki","JP","Japan","08","Far East and Japan"
"JPWKJ","Wakkanai","JP","Japan","08","Far East and Japan"
"JPWKR","Wakura","JP","Japan","08","Far East and Japan"
"JPWKT","Wakatsu","JP","Japan","08","Far East and Japan"
"JPWKW","Wakinosawa","JP","Japan","08","Far East and Japan"
"JPWKZ","Wakizaki","JP","Japan","08","Far East and Japan"
"JPWMT","Wakimoto","JP","Japan","08","Far East and Japan"
"JPWNA","Wano","JP","Japan","08","Far East and Japan"
"JPWNI","Waniura","JP","Japan","08","Far East and Japan"
"JPWSB","Washibeyanoura","JP","Japan","08","Far East and Japan"
"JPWTU","Wakamatsu, Nagasaki","JP","Japan","08","Far East and Japan"
"JPYAA","Yanagi","JP","Japan","08","Far East and Japan"
"JPYAD","Yamada, Iwate","JP","Japan","08","Far East and Japan"
"JPYAG","Yagi, Hyogo","JP","Japan","08","Far East and Japan"
"JPYAM","Yamagawa","JP","Japan","08","Far East and Japan"
"JPYAN","Yanai","JP","Japan","08","Far East and Japan"
"JPYAS","Yasumiya","JP","Japan","08","Far East and Japan"
"JPYAT","Yatsushiro","JP","Japan","08","Far East and Japan"
"JPYBK","Yobuko","JP","Japan","08","Far East and Japan"
"JPYBT","Yubetsu","JP","Japan","08","Far East and Japan"
"JPYCH","Yachiyo                            ","JP","Japan","08","Far East and Japan"
"JPYDA","Yoshida, Aichi","JP","Japan","08","Far East and Japan"
"JPYDM","Yudomari","JP","Japan","08","Far East and Japan"
"JPYGE","Yuge","JP","Japan","08","Far East and Japan"
"JPYGH","Yamaguchihigashi","JP","Japan","08","Far East and Japan"
"JPYGI","Yagi, Iwate","JP","Japan","08","Far East and Japan"
"JPYGR","Yagishiri","JP","Japan","08","Far East and Japan"
"JPYHA","Yoshiura/Yunotsu","JP","Japan","08","Far East and Japan"
"JPYHI","Yoshiumi","JP","Japan","08","Far East and Japan"
"JPYIC","Yoichi","JP","Japan","08","Far East and Japan"
"JPYKK","Yokkaichi","JP","Japan","08","Far East and Japan"
"JPYKS","Yokoshima/Kurahashi","JP","Japan","08","Far East and Japan"
"JPYKT","Yokota, Hiroshima","JP","Japan","08","Far East and Japan"
"JPYKU","Yakuzu","JP","Japan","08","Far East and Japan"
